0	1	1
1	1	1
0	1	2
1	1	2
1	2	2
0	1	3
1	1	3
2	2	2
0	2	3
2	2	3
0	3	3
0	3	4
1	3	4
3	3	3
1	1	5
0	4	4
3	3	4
0	3	5
1	3	5
0	1	6
1	1	6
0	2	6
3	4	4
0	4	5
0	5	5
1	1	7
0	2	7
3	3	6
4	4	5
0	3	7
3	5	5
1	3	7
1	5	6
2	3	7
2	5	6
0	4	7
4	5	5
1	4	7
4	4	6
2	4	7
1	6	6
0	3	8
1	5	7
2	6	6
2	3	8
2	5	7
3	6	6
4	4	7
2	4	8
5	5	6
1	2	9
3	4	8
2	2	9
1	3	9
4	4	8
5	6	6
0	4	9
0	7	7
1	4	9
0	6	8
1	6	8
2	7	7
1	2	10
3	7	7
6	6	6
2	2	10
0	3	10
2	5	9
0	7	8
1	7	8
3	5	9
4	6	8
2	7	8
1	4	10
1	6	9
3	3	10
2	6	9
0	0	11
4	5	9
0	1	11
5	7	7
1	1	11
3	4	10
2	5	10
2	2	11
0	3	11
6	7	7
2	7	9
3	5	10
2	3	11
1	4	11
3	3	11
4	5	10
0	0	12
0	5	11
3	4	11
1	5	11
0	2	12
6	7	8
5	5	10
4	6	10
2	2	12
6	6	9
2	7	10
1	3	12
5	7	9
0	6	11
2	3	12
3	7	10
1	4	12
0	9	9
1	9	9
6	8	8
1	8	10
4	7	10
2	8	10
3	4	12
5	8	9
1	5	12
1	1	13
6	6	10
4	6	11
0	2	13
3	5	12
4	8	10
0	6	12
6	8	9
5	6	11
2	3	13
2	9	10
5	9	9
2	8	11
2	4	13
8	8	8
0	7	12
1	7	12
5	5	12
0	5	13
3	4	13
5	7	11
1	5	13
4	6	12
6	9	9
2	5	13
0	10	10
6	8	10
1	2	14
3	7	12
1	9	11
2	10	10
5	9	10
1	6	13
1	3	14
3	10	10
1	8	12
4	7	12
2	3	14
5	8	11
7	9	9
2	8	12
7	8	10
6	6	12
6	9	10
4	9	11
5	7	12
1	7	13
5	5	13
0	10	11
6	8	11
4	6	13
1	10	11
4	8	12
5	10	10
2	5	14
0	1	15
5	9	11
3	7	13
1	1	15
4	4	14
6	7	12
1	2	15
0	8	13
1	6	14
1	8	13
4	7	13
2	6	14
4	10	11
2	8	13
4	5	14
6	9	11
4	9	12
6	6	13
0	4	15
0	11	11
9	9	9
0	10	12
8	9	10
1	10	12
2	4	15
2	11	11
2	10	12
7	10	10
5	9	12
3	7	14
2	5	15
0	0	16
6	10	11
7	8	12
4	11	11
1	1	16
3	5	15
1	2	16
1	6	15
8	10	10
2	2	16
1	11	12
4	9	13
6	6	14
2	11	12
0	10	13
3	8	14
2	3	16
5	7	14
3	6	15
8	8	12
0	4	16
2	10	13
7	9	12
3	3	16
5	5	15
0	9	14
4	6	15
3	10	13
6	10	12
9	10	10
2	9	14
0	5	16
7	8	13
9	9	11
8	10	11
4	10	13
6	9	13
0	12	12
4	4	16
8	9	12
0	0	17
0	1	17
1	11	13
1	1	17
2	12	12
4	9	14
2	8	15
0	2	17
2	11	13
6	8	14
2	6	16
4	5	16
2	2	17
3	6	16
5	9	14
6	10	13
0	4	17
8	11	11
0	9	15
1	7	16
5	5	16
8	10	12
4	6	16
2	4	17
6	7	15
0	12	13
6	9	14
7	11	12
1	12	13
8	9	13
1	5	17
1	11	14
2	11	14
1	8	16
4	7	16
3	5	17
0	0	18
0	10	15
6	8	15
0	6	17
3	11	14
1	1	18
2	10	15
2	6	17
5	7	16
4	5	17
5	9	15
6	10	14
2	2	18
4	11	14
0	3	18
3	10	15
4	8	16
7	12	12
0	9	16
2	3	18
1	9	16
0	7	17
1	13	13
5	5	17
1	12	14
4	10	15
4	6	17
10	11	11
2	13	13
2	7	17
2	12	14
3	13	13
3	12	14
3	4	18
9	10	13
2	11	15
5	6	17
1	5	18
8	12	12
4	9	16
4	13	13
1	8	17
3	11	15
7	9	15
6	8	16
4	4	18
3	5	18
8	10	14
0	6	18
6	6	17
7	12	13
5	9	16
0	1	19
11	11	11
5	13	13
3	10	16
0	2	19
1	2	19
10	10	13
2	13	14
0	12	15
7	8	16
0	3	19
5	11	15
7	10	15
6	7	17
1	7	18
2	3	19
0	4	19
5	8	17
3	9	17
3	3	19
8	11	14
5	10	16
5	6	18
11	11	12
7	9	16
7	7	17
6	8	17
1	8	18
5	13	14
1	10	17
0	14	14
2	8	18
4	11	16
4	4	19
1	13	15
3	5	19
2	14	14
10	10	14
2	13	15
3	10	17
0	0	20
8	9	16
2	6	19
5	11	16
4	5	19
1	1	20
4	8	18
4	10	17
6	9	17
3	6	19
4	14	14
11	12	12
2	9	18
0	3	20
0	7	19
1	3	20
11	11	13
5	5	19
6	11	16
4	6	19
7	13	14
9	9	16
3	3	20
9	13	13
5	13	15
3	11	17
7	9	17
9	12	14
1	14	15
7	7	18
5	6	19
10	10	15
0	13	16
6	10	17
1	10	18
0	8	19
3	4	20
1	13	16
4	11	17
1	8	19
9	11	15
8	13	14
2	13	16
2	8	19
5	9	18
0	12	17
6	6	19
11	12	13
3	13	16
8	9	17
3	5	20
5	11	17
2	12	17
1	6	20
10	12	14
4	10	18
2	6	20
7	14	14
4	13	16
6	9	18
4	8	19
4	5	20
0	9	19
0	1	21
7	13	15
1	11	18
2	9	19
6	7	19
7	12	16
4	12	17
2	2	21
9	12	15
5	13	16
5	5	20
0	14	16
8	10	17
2	7	20
2	15	15
8	14	14
10	10	16
8	13	15
4	9	19
3	7	20
1	4	21
11	13	13
3	15	15
7	11	17
3	14	16
6	13	16
6	8	19
5	6	20
2	4	21
1	10	19
10	13	14
0	5	21
11	11	15
3	13	17
0	12	18
10	12	15
6	12	17
1	12	18
2	5	21
2	12	18
6	6	20
9	14	14
5	15	15
9	13	15
3	5	21
5	14	16
3	12	18
0	6	21
4	8	20
0	15	16
2	6	21
12	13	13
7	12	17
0	11	19
4	5	21
5	13	17
12	12	14
4	12	18
0	0	22
2	15	16
0	14	17
2	9	20
0	1	22
11	13	14
6	15	15
1	14	17
2	11	19
5	10	19
6	14	16
8	10	18
0	2	22
2	14	17
8	8	19
5	8	20
11	12	15
3	15	16
3	9	20
3	11	19
7	9	19
5	5	21
10	14	14
5	12	18
4	6	21
3	14	17
6	13	17
6	10	19
4	9	20
2	3	22
4	11	19
7	7	20
3	7	21
7	14	16
4	14	17
1	10	20
9	14	15
3	13	18
3	3	22
6	12	18
9	13	16
1	12	19
8	9	19
5	9	20
1	8	21
4	7	21
13	13	13
2	12	19
2	8	21
0	5	22
5	14	17
7	10	19
1	5	22
0	16	16
12	12	15
7	8	20
6	6	21
2	5	22
8	15	15
9	12	17
3	12	19
3	8	21
5	7	21
4	10	20
4	4	22
6	15	16
2	15	17
5	13	18
6	11	19
0	6	22
3	16	16
11	12	16
1	6	22
8	13	17
1	11	20
3	15	17
9	9	19
1	9	21
10	10	18
8	10	19
2	11	20
9	11	18
2	9	21
4	16	16
8	8	20
3	14	18
3	11	20
0	1	23
9	15	15
11	11	17
7	11	19
8	12	18
9	14	16
0	7	22
0	2	23
13	13	14
5	5	22
12	14	14
4	6	22
4	9	21
0	3	23
9	13	17
3	13	19
1	3	23
6	12	19
6	8	21
9	10	19
1	10	21
2	3	23
12	12	16
8	15	16
5	14	18
10	11	18
1	12	20
11	13	16
1	16	17
8	11	19
5	11	20
3	3	23
6	16	16
0	8	22
0	15	18
7	10	20
1	8	22
2	4	23
6	15	17
10	14	16
3	12	20
11	12	17
7	12	19
3	4	23
1	5	23
6	14	18
0	14	19
6	11	20
4	10	21
10	13	17
1	14	19
6	9	21
2	14	19
10	10	19
4	4	23
9	15	16
0	11	21
8	10	20
0	9	22
0	6	23
3	14	19
2	11	21
1	9	22
1	6	23
10	12	18
12	13	16
7	14	18
8	8	21
6	7	22
2	6	23
11	15	15
7	9	21
11	14	16
5	8	22
5	15	18
9	13	18
3	9	22
3	6	23
0	0	24
8	15	17
3	13	20
4	11	21
0	7	23
1	17	17
11	13	17
7	13	19
0	16	18
6	12	20
6	16	17
9	10	20
4	9	22
4	6	23
1	2	24
2	17	17
2	16	18
6	8	22
2	2	24
10	14	17
6	15	18
4	13	20
0	12	21
1	10	22
0	3	24
1	12	21
8	9	21
1	3	24
1	15	19
5	11	21
14	14	14
13	14	15
7	10	21
5	6	23
0	4	24
9	16	16
7	12	20
3	10	22
0	8	23
1	4	24
12	15	15
13	13	16
4	17	17
5	13	20
4	7	23
3	3	24
3	15	19
4	16	18
0	14	20
2	8	23
4	10	22
4	12	21
6	9	22
6	6	23
0	5	24
11	15	16
12	13	17
4	15	19
9	11	20
5	17	17
9	9	21
5	7	23
5	16	18
10	12	19
3	14	20
6	13	20
8	10	21
2	5	24
1	11	22
4	4	24
8	16	17
2	11	22
5	10	22
4	8	23
0	13	21
5	12	21
3	5	24
5	15	19
1	13	21
7	11	21
1	9	23
8	15	18
1	6	24
6	17	17
10	15	17
11	13	18
3	11	22
7	9	22
2	9	23
6	7	23
6	16	18
2	17	18
0	16	19
4	5	24
1	16	19
7	13	20
5	8	23
3	13	21
3	9	23
6	10	22
2	16	19
5	14	20
10	11	20
6	12	21
4	11	22
3	6	24
6	15	19
9	10	21
12	15	16
9	12	20
0	0	25
9	16	17
3	16	19
11	12	19
8	11	21
4	9	23
5	5	24
0	1	25
7	17	17
13	13	17
4	17	18
1	12	22
0	10	23
6	8	23
2	7	24
9	15	18
5	11	22
1	10	23
11	16	16
8	13	20
7	10	22
2	2	25
3	15	20
0	3	25
11	15	17
7	15	19
5	13	21
5	9	23
1	3	25
12	13	18
5	6	24
5	17	18
2	3	25
0	8	24
11	14	18
4	15	20
2	14	21
10	10	21
6	11	22
1	8	24
5	16	19
11	11	20
1	4	25
9	11	21
3	3	25
8	16	18
10	12	20
4	12	22
10	16	17
14	15	15
6	13	21
9	9	22
6	9	23
14	14	16
0	18	18
8	10	22
6	17	18
12	12	19
13	15	16
0	17	19
8	15	19
5	15	20
0	11	23
0	5	25
3	4	25
1	17	19
1	11	23
1	5	25
2	18	18
6	16	19
4	14	21
13	14	17
1	13	22
7	11	22
2	11	23
12	16	16
0	16	20
1	16	20
2	13	22
8	8	23
0	9	24
9	17	17
3	11	23
7	9	23
3	5	25
2	16	20
8	14	20
9	16	18
6	15	20
2	9	24
6	7	24
0	6	25
7	17	18
13	13	18
5	14	21
10	11	21
3	13	22
1	6	25
4	18	18
12	14	18
6	12	22
11	12	20
9	10	22
6	10	23
5	8	24
11	16	17
4	17	19
4	11	23
9	15	19
1	15	21
10	13	20
4	13	22
8	11	22
2	15	21
3	6	25
4	16	20
5	18	18
6	14	21
0	12	23
4	9	24
7	15	20
8	13	21
1	12	23
8	9	23
7	7	24
0	7	25
5	17	19
5	11	23
1	7	25
5	5	25
0	0	26
14	15	16
8	17	18
7	12	22
2	12	23
1	10	24
4	6	25
10	17	17
11	14	19
5	13	22
7	10	23
2	7	25
1	1	26
10	16	18
0	14	22
2	10	24
0	2	26
13	16	16
14	14	17
8	16	19
5	16	20
4	15	21
3	12	23
5	9	24
13	15	17
11	11	21
3	7	25
6	18	18
10	10	22
0	18	19
10	12	21
3	10	24
0	3	26
10	15	19
7	14	21
9	11	22
6	11	23
1	3	26
12	12	20
12	16	17
4	12	23
7	8	24
2	3	26
11	13	20
4	7	25
5	15	21
9	13	21
9	9	23
6	16	20
8	12	22
4	10	24
0	4	26
12	15	18
2	17	20
8	10	23
6	9	24
2	8	25
1	4	26
9	17	18
3	18	19
3	3	26
10	14	20
4	14	22
2	4	26
7	18	18
0	16	21
0	11	24
9	16	19
0	13	23
5	12	23
1	11	24
3	8	25
11	17	17
7	17	19
13	13	19
7	11	23
5	7	25
11	16	18
4	18	19
12	14	19
2	16	21
8	14	21
2	11	24
5	10	24
0	5	26
3	4	26
6	15	21
2	13	23
1	5	26
4	17	20
7	16	20
5	14	22
10	11	22
2	5	26
15	15	16
9	15	20
3	16	21
11	12	21
3	11	24
7	9	24
11	15	19
3	13	23
