0	0	0
1	1	1
0	0	2
1	1	2
0	2	2
1	2	2
0	0	3
0	0	4
0	3	3
1	1	4
2	3	3
0	0	5
1	3	4
0	1	5
2	3	4
0	4	4
1	3	5
2	4	4
2	3	5
1	1	6
0	2	6
3	4	4
1	4	5
3	4	5
0	1	7
1	5	5
0	3	7
1	5	6
0	0	8
2	5	6
0	4	7
0	1	8
4	5	5
1	4	7
1	1	8
3	3	7
4	4	6
2	2	8
2	3	8
0	4	8
0	0	9
1	1	9
0	6	7
4	6	6
2	2	9
2	5	8
2	3	9
5	6	6
0	4	9
4	6	7
2	4	9
0	1	10
2	6	8
0	2	10
4	5	8
0	5	9
6	6	6
0	3	10
5	6	7
2	3	10
4	7	7
3	5	9
4	6	8
1	4	10
3	3	10
2	6	9
4	5	9
1	1	11
0	5	10
3	6	9
0	8	8
1	8	8
1	7	9
2	8	8
4	6	9
3	5	10
6	6	8
0	6	10
3	8	8
1	6	10
5	7	8
2	4	11
4	8	8
3	6	10
0	1	12
1	8	9
4	7	9
1	1	12
2	8	9
0	7	10
2	2	12
5	8	8
2	7	10
2	3	12
0	4	12
5	6	10
0	9	9
3	3	12
6	8	8
0	8	10
2	4	12
1	8	10
2	9	9
5	8	9
0	7	11
1	5	12
0	1	13
1	7	11
5	5	11
1	3	13
6	8	9
0	9	10
1	6	12
1	9	10
5	6	11
2	9	10
0	8	11
4	5	12
1	8	11
4	7	11
3	3	13
2	4	13
3	9	10
8	8	8
0	7	12
7	8	9
3	4	13
5	7	11
1	5	13
4	6	12
4	9	10
0	1	14
6	9	9
7	7	10
2	5	13
6	8	10
0	2	14
4	8	11
4	4	13
1	2	14
1	9	11
5	6	12
6	7	11
1	6	13
1	3	14
7	8	10
1	4	14
6	6	12
2	4	14
3	8	12
1	7	13
5	5	13
0	10	11
0	5	14
5	10	10
0	9	12
2	5	14
0	1	15
8	8	10
2	9	12
6	7	12
5	6	13
1	2	15
0	8	13
2	2	15
3	9	12
6	10	10
2	3	15
7	7	12
1	4	15
5	7	13
8	9	10
1	10	12
2	4	15
2	11	11
5	10	11
5	5	14
2	10	12
4	6	14
7	10	10
4	8	13
0	5	15
3	11	11
7	9	11
1	9	13
6	7	13
2	5	15
0	0	16
6	10	11
5	6	14
4	4	15
0	1	16
1	1	16
3	9	13
0	8	14
6	9	12
0	6	15
1	2	16
0	11	12
1	11	12
4	9	13
1	3	16
5	11	11
7	7	13
2	11	12
5	10	12
1	10	13
7	9	12
3	3	16
5	9	13
1	7	15
3	10	13
2	7	15
0	5	16
3	7	15
5	6	15
8	9	12
0	8	15
0	0	17
1	8	15
0	1	17
1	1	17
2	12	12
1	6	16
5	10	13
3	12	12
8	8	13
6	6	15
4	5	16
2	2	17
0	3	17
3	11	13
7	9	13
1	3	17
6	10	13
0	7	16
0	9	15
5	5	16
1	4	17
3	3	17
2	9	15
4	10	14
5	12	12
0	12	13
5	8	15
3	7	16
0	5	17
3	4	17
1	5	17
1	11	14
2	5	17
4	7	16
3	12	13
3	5	17
2	8	16
0	0	18
0	10	15
6	8	15
0	6	17
0	1	18
6	11	13
3	11	14
1	10	15
1	1	18
0	2	18
4	12	13
3	8	16
2	6	17
4	5	17
5	9	15
4	11	14
0	3	18
1	3	18
4	8	16
7	8	15
1	9	16
0	7	17
5	5	17
0	12	14
0	4	18
4	10	15
2	9	16
10	11	11
2	12	14
7	10	14
9	11	12
0	11	15
3	13	13
3	7	17
3	12	14
3	4	18
2	11	15
5	6	17
1	5	18
8	12	12
4	9	16
7	7	16
1	8	17
4	7	17
7	9	15
4	12	14
2	8	17
3	5	18
0	6	18
1	6	18
0	0	19
4	11	15
3	8	17
1	1	19
2	6	18
0	13	14
3	10	16
0	2	19
7	11	14
1	2	19
10	10	13
4	8	17
8	9	15
0	3	19
9	11	13
1	9	17
6	9	16
0	7	18
7	10	15
1	7	18
2	3	19
6	12	14
8	12	13
0	11	16
2	7	18
0	4	19
3	12	15
3	3	19
3	7	18
8	8	16
5	6	18
3	11	16
0	5	19
7	13	13
7	7	17
1	5	19
0	8	18
0	10	17
1	8	18
10	11	13
5	13	14
1	10	17
2	8	18
4	4	19
5	12	15
5	9	17
3	5	19
2	14	14
3	8	18
2	13	15
5	7	18
1	6	19
0	0	20
1	12	16
2	6	19
5	11	16
4	5	19
3	13	15
8	12	14
4	8	18
0	2	20
4	10	17
0	9	18
1	2	20
6	9	17
3	6	19
2	2	20
3	12	16
6	7	18
0	11	17
0	7	19
1	3	20
11	11	13
1	11	17
1	7	19
10	12	13
5	8	18
2	3	20
2	11	17
2	7	19
4	12	16
0	4	20
5	14	14
1	4	20
9	9	16
3	3	20
7	9	17
3	7	19
2	4	20
9	12	14
0	14	15
1	14	15
7	7	18
10	10	15
0	13	16
5	12	16
6	10	17
0	8	19
3	4	20
1	8	19
2	5	20
4	4	20
3	10	18
6	6	19
11	12	13
8	9	17
3	8	19
3	5	20
5	7	19
0	6	20
9	10	16
2	12	17
1	6	20
4	10	18
2	6	20
4	13	16
8	11	16
4	5	20
0	0	21
0	1	21
1	9	19
1	1	21
0	2	21
1	11	18
2	9	19
7	12	16
4	12	17
2	11	18
0	15	15
5	13	16
1	7	20
0	3	21
1	3	21
0	14	16
2	15	15
3	11	18
10	10	16
6	14	15
0	4	21
9	11	16
4	9	19
3	7	20
1	4	21
1	13	17
7	7	19
3	3	21
6	13	16
4	11	18
0	10	19
6	8	19
2	13	17
1	10	19
8	12	16
0	8	20
4	7	20
4	15	15
0	5	21
3	4	21
4	14	16
2	8	20
10	12	15
1	12	18
8	9	18
7	14	15
3	10	19
2	5	21
6	6	20
7	10	18
4	4	21
4	13	17
8	11	17
7	8	19
5	7	20
3	5	21
5	14	16
10	11	16
0	6	21
6	9	19
1	6	21
4	8	20
9	12	16
0	9	20
2	6	21
0	11	19
1	9	20
4	5	21
1	11	19
12	12	14
0	0	22
2	15	16
0	14	17
0	1	22
6	15	15
1	14	17
3	6	21
1	1	22
8	10	18
8	13	16
2	14	17
5	8	20
1	2	22
11	12	15
3	9	20
0	7	21
7	9	19
2	2	22
0	13	18
4	6	21
6	13	17
1	13	18
7	11	18
1	3	22
4	9	20
2	3	22
7	15	15
3	7	21
0	10	20
0	4	22
4	14	17
1	4	22
9	14	15
5	6	21
6	12	18
2	10	20
0	12	19
0	8	21
1	12	19
5	9	20
1	8	21
4	7	21
13	13	13
2	12	19
2	8	21
7	10	19
1	5	22
12	12	15
1	16	16
6	6	21
2	5	22
0	15	17
1	15	17
2	16	16
8	14	16
4	10	20
4	4	22
6	9	20
10	14	15
3	16	16
11	12	16
6	14	17
1	14	18
0	11	20
4	8	21
1	6	22
1	11	20
0	9	21
3	15	17
9	9	19
2	14	18
10	13	16
5	10	20
4	5	22
9	11	18
6	7	21
4	16	16
8	8	20
3	14	18
6	13	18
3	6	22
0	0	23
0	13	19
3	11	20
7	9	20
0	1	23
9	15	15
11	11	17
1	13	19
1	1	23
10	12	17
7	14	17
1	7	22
5	5	22
4	6	22
5	16	16
4	11	20
2	7	22
2	2	23
12	13	15
4	9	21
0	3	23
5	15	17
3	13	19
1	3	23
6	12	19
0	10	21
11	14	15
3	7	22
12	12	16
0	12	20
10	11	18
1	12	20
2	10	21
5	6	22
0	4	23
1	16	17
4	13	19
5	11	20
1	4	23
5	9	21
3	3	23
6	16	16
0	8	22
2	16	17
4	7	22
3	10	21
3	12	20
3	16	17
7	12	19
7	8	21
0	5	23
3	4	23
1	5	23
6	6	22
8	13	18
0	14	19
4	10	21
10	13	17
3	15	18
6	9	21
2	5	23
